所述 的 导入 篮 ( 13 ) 在 方导柱 ( 10 ) 上 可作 垂直 运动 。 ||| the introduction of the basket ( 13 ) in the 方导柱 ( 10 ) can be done on the vertical movement .
一种 太阳能 电池 正面 栅 线 电极 的 制备 方法 , 属于 晶 硅 太阳能 电池 制备 技术 领域 。 ||| a solar cell front gate line electrode , belonging to the method for preparation of crystalline silicon solar cell fabrication art .
本 实施 例 实现 了 家庭网络 中 的 各 CPE 可以 更 灵活 地 访问 运营商 提供 的 多种 业务 。 ||| the present embodiment implements each cpe in the home network may be more flexibly to access various services offered by the operator .
一种 实现 对讲机 远程 查询 的 方法 , 包括 以下 步骤 : 选择 需要 查询 的 项目 ; 输入 验证码 ; 填充 数据 块 协议 信息 单元 , 携带 查询 信息 , 形成 数据 帧 向 被 查询 方 发射 ; 接收 被 查询 方 反馈 的 所述 被 查询 方 的 当前 配置 参数 。 ||| a method of implementing an intercom remote query , comprising the steps of : selecting a desired item of the query ; input data block ; the authentication code is filled , the protocol information unit carrying the query information , form a data frame to be transmitted by inquiring parties inquiring parties ; receiving a feedback of the queried party 's current configuration parameters .
该 方法 包括 , 获取 到 上报 用户数 据 时 所 采用 的 策略 , 其中 , 策略 是 根据 对 用户 数据 进行 分析 的 需要 预先 设置 的 ( S102 ) ; 在 对 用户 数据 进行 采集 之后 , 根据 策略 上报 用户数 据 ( S104 ) 。 ||| the method includes acquiring to report the user data to be used in a strategy , wherein the strategy is analyzed according to the needs of the user data of a previously set ( s102 ) ; in after acquisition of the user data , according to the strategy to report the user data ( s104 ) .
圆形 区域 和 环形 区域 内 的 折射率 随着 半径 的 增大 连续 减小 且 相同 半径 处 的 折射率 相同 。 ||| the circular area and the refractive index of the annular region in a continuously decreases as the radius increases and is the same as the refractive index at the same radius .
所述 移动 终端 包括 : 对 无线 信号 进行 处理 以 实现 终端 功能 的 应用 芯片 、 收音机 信号 解调 芯片 以及 接收 无线 信号 的 复用 天线 , 其中 , 所述 复用 天线 分别 与 所述 应用 芯片 和 收音机 信号 解调 芯片 电 连接 。 ||| the mobile terminal comprising : a wireless signal to be processed to achieve a terminal function application chip , a radio signal demodulation of the received wireless signal chip as well as the multiplexed antennas , wherein the multiplexing the antenna , respectively , with said radio signal is demodulated using the chip and the chip are electrically connected .
混 叠 信号 中 解码 得到 所述 源 节点 在 当前 时隙 发送 的 信号 以及 源 节点 在 至少 前 一 时隙 发送 的 信号 。 ||| the aliased signal is decoded in the source node transmits a signal in the current time slot and the source node in at least a previous time slot transmitted signal .
本发明 提供 的 一种 在 复杂 狭小 电磁 环境 中 实现 无线通信 的 方法 和 系统 , 解决 了 在 复杂 狭小 电磁 环境 中 实现 无线通信 的 问题 。 ||| the present invention provides a small electromagnetic environment in the complex in a method and system for achieving wireless communication , solves the small electromagnetic environment in the complex are implemented in the wireless communication of the problem .
通过 本发明 , 基站 可以 在 不必要 的 时候 不 给 UE 配置 测量 间隔 , 从而 能够 减少 异 频 异 系统 测量 对 业务 的 影响 , 避免 载波 聚合 场景 下 UE 进行 测量 时 可能 造成 的 资源 浪费 。 ||| by the present invention , the base station may be unnecessary configuration when the ue is not given to the measurement interval , thereby is capable of reducing an inter- frequency measurement system is heterologous to the traffic carrier , avoid the effect of polymerization scene when measured at the ue may result in a waste of resources .
本发明 通过 修改 源 端口 过滤 机制 , 使 支持 虚拟 终端 技术 的 端口 扩展 PE 进行 组 播 时 能 正常 收发 数据 。 ||| the present invention modifies the source port through the filtering mechanism that supports virtual terminal art port- extension pe is multicast to the normal transmit or receive data .
本发明 的 超 材料 根据 人造 微结构 对 电场 的 响应 与其 结构 有关 的 原理 以及 非 均匀 超 材料 偏折 电磁波 的 原理 , 可使 入射 电磁波 分离 、 可 灵活 控制 分离 后 电磁波 束 的 出 射 角度 并且 可 实现 大面积 电磁波 束 的 分离 。 ||| according to the present invention , the meta- material artificial microstructures in response to an electric field associated with its structure and the principle of the non- uniform meta- material deflecting the principle of electromagnetic waves , so that incident electromagnetic waves can be flexibly controlled separation , after separation of the outgoing angle of the electromagnetic beam and can realize the large area of the electromagnetic beam separation .
本发明 使 基于 外网 的 基本 业务 可以 正常 实现 。 ||| the present invention is based on a foreign network substantially normal service can be implemented .
统计 使 能 模块 连续 输出 的 预定 信号 的 上升 沿 的 个数 , 并 根据 统计 的 预定 信号 的 上升 沿 的 个数 确定 待 测试 信号 时序 的 建立 时间 和 保持 时间 。 ||| statistics enable module continuously outputs a predetermined number of the rising edge of the signal , and the predetermined according to the statistics of the rising edge of the signal is determined by the number of signal timing is to be tested , the setup and hold times .
系统 的 上行 链路 控制 单元 用于 在 针对 物理层 基带 处理 的 上行 链路 控制 中 , 基于 分层 结构 执行 随机 接入 过程 的 资源 调度 、 DPRAM 数据 空间 操作 和 上行 信道 基带 信号处理 。 ||| the system control unit for use in uplink baseband processing for the physical layer of the uplink control is performed based on the hierarchical structure of the random access procedure resource scheduling , the dpram data space operation and the upstream channel baseband signal processing .
本发明 公开 了 一种 共享 网状 保护 实现 方法 , 该 方法 包括 : 共享 网状 保护 中 , 由 故障 检测 节点 触发 倒换 请求 , 并 根据 下游 节点 的 应答 执行 相 对应 的 保护 倒换 ; 下游 节点 根据 倒换 请求 的 信令 内容 决定 继续 按照 指定 路径 传递 , 或者 对 上游 节点 的 请求 进行 应答 。 ||| the present invention discloses a shared mesh protection method is implemented , the method comprising : sharing in mesh protection by the failure detection node triggers the switching request and a response according to the downstream node performs the corresponding protection switching according to a switching request ; downstream node decides to continue the signaling path according to the specified content delivery , or a request for upstream nodes to reply .
